title,Ratings,Counts,Preference Ratio
Jungle Book (1942),3.541404612159329,954,0.3957602339700707
Fallen Art (Sztuka spadania) (2004),3.7549019607843137,102,0.39575352137252373
Deathtrap (1982),3.6218354430379747,632,0.395582994299212
Trick (1999),3.602112676056338,710,0.39546319135473923
Gen 13 (a.k.a. Gen13: The Animated Movie) (1999),3.7777777777777777,9,0.3954616758118106
"Whole Night, A (Toute une nuit) (1982)",3.7777777777777777,9,0.3954616758118106
Stereo (2014),3.7777777777777777,9,0.3954616758118106
Ritual in Transfigured Time (1946),3.7777777777777777,9,0.3954616758118106
"Strange Little Cat, The (Das merkwürdige Kätzchen) (2013)",3.7777777777777777,9,0.3954616758118106
To the Limit (Am Limit) (2007),3.7777777777777777,9,0.3954616758118106
Magic Beyond Words: The JK Rowling Story (2011),3.7777777777777777,9,0.3954616758118106
Stretch and Bobbito: Radio That Changed Lives (2015),3.7777777777777777,9,0.3954616758118106
Dance Academy: The Movie (2017),3.7777777777777777,9,0.3954616758118106
"Woman's Face, A (1941)",3.7777777777777777,9,0.3954616758118106
The Man Who Skied Down Everest (1975),3.7777777777777777,9,0.3954616758118106
"War You Don't See, The (2010)",3.7777777777777777,9,0.3954616758118106
Rainy Dog (Gokudô kuroshakai) (1997),3.7777777777777777,9,0.3954616758118106
Cane Toads: The Conquest (2010),3.7777777777777777,9,0.3954616758118106
Final Cut: Ladies and Gentlemen (2012),3.7777777777777777,9,0.3954616758118106
Run Boy Run (2013),3.7777777777777777,9,0.3954616758118106
Xingu (2012) ,3.7777777777777777,9,0.3954616758118106
The Christmas Secret (2014),3.7777777777777777,9,0.3954616758118106
A Taste of Romance (2012),3.7777777777777777,9,0.3954616758118106
The Drop Box (2014),3.7777777777777777,9,0.3954616758118106
Rabbit à la Berlin (Królik po berlinsku) (2009),3.7777777777777777,9,0.3954616758118106
Human Flow (2017),3.7777777777777777,9,0.3954616758118106
Mo (1983),3.7777777777777777,9,0.3954616758118106
Silent Wedding (Nunta Muta) (2008),3.775,20,0.39544725231696337
Heartstone (2016),3.775,20,0.39544725231696337
The Golden Dream (2013),3.775,20,0.39544725231696337
Woman in Gold (2015),3.682051282051282,390,0.39529204324504624
Fed Up (2014),3.7522935779816513,109,0.3951731482508777
When the Last Sword is Drawn (Mibu gishi den) (2003),3.77027027027027,37,0.39512818944875155
"Merchant of Venice, The (2004)",3.580706179066835,793,0.39505072494796944
Ossessione (1943),3.7523364485981308,107,0.3948617553232497
"Adventures of Sherlock Holmes, The (1939)",3.7012987012987013,308,0.39440784390686673
"Same Love, Same Rain (El mismo amor, la misma lluvia) (1999)",3.772727272727273,22,0.394243630625112
Björk: Volumen (1999),3.772727272727273,22,0.394243630625112
Tango (1981),3.772727272727273,22,0.394243630625112
Milagro Beanfield War (1988),3.644194756554307,534,0.3940889242281986
Nanook of the North (1922),3.729381443298969,194,0.3940782380155103
Mean Creek (2004),3.5689448441247,834,0.3940404740368953
"Seducing Doctor Lewis (Grande séduction, La) (2003)",3.715725806451613,248,0.3939943371163052
Visions of Light: The Art of Cinematography (1992),3.761904761904762,63,0.39387123787517336
Don (1978),3.764705882352941,51,0.39373126081083415
"Mirror Has Two Faces, The (1996)",3.1977950713359276,2313,0.39368767238814945
"Mondays in the Sun (Lunes al sol, Los) (2002)",3.7202643171806167,227,0.3935024411353282
The Post (2017),3.6332752613240418,574,0.39348037800369484
The Place (2017),3.7708333333333335,24,0.39329736591288383
Stories We Tell (2012),3.729946524064171,187,0.39327034590939325
Twins (1988),2.842316975060338,3729,0.3932561733631902
"Rudolph, the Red-Nosed Reindeer (1964)",3.6092814371257487,668,0.3931828844897319
Unfaithfully Yours (1948),3.73972602739726,146,0.3929340959803176
God Bless America (2011),3.5820413436692506,774,0.3927229239555777
Electrick Children (2012),3.7564102564102564,78,0.3926920490154646
"Letter, The (1940)",3.7252475247524752,202,0.3926316417904709
Accepted (2006),3.2653411880216003,2037,0.39258823321478625
Andre the Giant (2018),3.769230769230769,26,0.39254906810805823
"House Is Black, The (1963)",3.769230769230769,26,0.39254906810805823
Winchester '73 (1950),3.697749196141479,311,0.39250701077995004
West of Memphis (2012),3.738255033557047,149,0.39244545005529996
Annihilation (2018),3.533678756476684,965,0.39238397538004205
In China They Eat Dogs (I Kina spiser de hunde) (1999),3.678756476683938,386,0.3923724382167099
Shock and Awe: The Story of Electricity (2011),3.772727272727273,11,0.39237076960272016
Happiness (Schastye) (1934),3.772727272727273,11,0.39237076960272016
Robinson in Space (1997),3.772727272727273,11,0.39237076960272016
Brunet Will Call (Brunet wieczorowa pora) (1976),3.772727272727273,11,0.39237076960272016
Vaaranam Aayiram (2008),3.772727272727273,11,0.39237076960272016
Escape to Witch Mountain (1995),3.772727272727273,11,0.39237076960272016
Always - Sunset on Third Street (2005),3.772727272727273,11,0.39237076960272016
"Glass Menagerie, The (1973)",3.772727272727273,11,0.39237076960272016
"Arabian Nights: Volume 1, The Restless One (2015)",3.772727272727273,11,0.39237076960272016
The High Sun (2015),3.772727272727273,11,0.39237076960272016
Robin Hood (2010),3.163119115841179,2443,0.39226186265770663
Radio (2003),3.478059071729958,1185,0.39205193467244204
George Harrison: Living in the Material World (2011),3.7356687898089174,157,0.39205037879674315
Séraphine (2008),3.7529411764705882,85,0.3915268989567655
Promise Me This (Zavet) (2007),3.7666666666666666,30,0.3914879996946934
Talking Funny (2011),3.7666666666666666,30,0.3914879996946934
The Monk and the Demon (2016),3.7666666666666666,30,0.3914879996946934
"Town Called Panic, A (Panique au village) (2009)",3.727272727272727,187,0.3914537084061684
Safe House (2012),3.427641099855282,1382,0.3913380722070693
Beyond the Mat (1999),3.5730337078651684,801,0.3911999566926948
Miss Peregrine's Home for Peculiar Children (2016),3.443474962063733,1318,0.39119930733648567
Everest (2015),3.486474694589878,1146,0.39112955394912025
"Last Boy Scout, The (1991)",3.325503355704698,1788,0.39106899600461886
Broken (2012),3.7436974789915967,119,0.39103536674859446
"Train, The (1964)",3.7168141592920354,226,0.39098806639892963
Taste of Cherry (Ta'm e guilass) (1997),3.6566523605150216,466,0.39097521341566116
Prime Suspect: Inner Circles (1995),3.7583333333333333,60,0.3909339489313176
Young Guns II (1990),2.9756519007225886,3183,0.3908849013068279
Gun Crazy (a.k.a. Deadly Is the Female) (1949),3.7055555555555557,270,0.3908301626221653
The Master (2015),3.7586206896551726,58,0.3907886650747979
It Might Get Loud (2008),3.687683284457478,341,0.39077580742997137
Noi the Albino (Nói albinói) (2003),3.6996587030716723,293,0.3907396909383144
"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",3.6807065217391304,368,0.390632660886315
Hasan Minhaj: Homecoming King (2017),3.763888888888889,36,0.3906222757351226
"Great Happiness Space, The: Tale of an Osaka Love Thief (2006)",3.763888888888889,36,0.3906222757351226
Happy Feet (2006),3.0242718446601944,2987,0.3905474033617551
"Bad News Bears, The (1976)",3.4033242876526457,1474,0.39048061321367045
As Far As My Feet Will Carry Me (So weit die Füße tragen) (2001),3.763157894736842,38,0.390466142100686
City of Life and Death (Nanjing! Nanjing!) (2009),3.7532467532467533,77,0.3903724339278621
"Punk Syndrome, The (Kovasikajuttu) (2012)",3.7625,40,0.3903596738482821
Happy Accidents (2000),3.6319073083778965,561,0.3903375788858079
Dry Summer (Susuz yaz) (Reflections) (1964),3.769230769230769,13,0.390335686899777
City of Pirates (La ville des pirates) (1983) ,3.769230769230769,13,0.390335686899777
"Iron Horse, The (1924)",3.769230769230769,13,0.390335686899777
The Marathon (2012),3.769230769230769,13,0.390335686899777
Samurai X : Reflection (2001),3.769230769230769,13,0.390335686899777
"Seduction of Mimi, The (Mimì metallurgico ferito nell'onore) (1972)",3.769230769230769,13,0.390335686899777
A Man Who Was Superman (2008),3.769230769230769,13,0.390335686899777
Law of the Lawless (Brigada) (2002),3.769230769230769,13,0.390335686899777
Chupke Chupke (1975),3.769230769230769,13,0.390335686899777
Toto le héros (1991),3.7613636363636362,44,0.3902686432811902
"Song of Sparrows, The (Avaze gonjeshk-ha) (2008)",3.7613636363636362,44,0.3902686432811902
King Arthur (2004),3.0373337879304465,2933,0.39022793553038115
Cria Cuervos (1976),3.7474747474747474,99,0.39019652580695413
Something Wild (1986),3.5459579180509415,903,0.3901705873660281
Seance on a Wet Afternoon (1964),3.736111111111111,144,0.39013752060076107
Batman: Year One (2011),3.660674157303371,445,0.3901322503954703
"One, The (2001)",2.9597470697100556,3242,0.3901241479156335
Bring Me the Head of Alfredo Garcia (1974),3.6855072463768117,345,0.38997839872946727
Hard Target (1993),2.9230882787127253,3387,0.3899050566714297
"Stranger, The (1946)",3.690993788819876,322,0.38979009656988806
"What Happened, Miss Simone? (2015)",3.743362831858407,113,0.38978643942377145
In Search of a Midnight Kiss (2007),3.7255434782608696,184,0.38976803756818357
Paddington 2 (2017),3.709349593495935,246,0.3893216748540626
"Law of Desire (Ley del deseo, La) (1987)",3.7195121951219514,205,0.3892457104966431
"Collector, The (1965)",3.7062256809338523,257,0.3890720796242686
Zach Galifianakis: Live at the Purple Onion (2006),3.6865671641791047,335,0.38899592972483304
Sunshine Cleaning (2008),3.494550408719346,1101,0.38895467105379805
The Gathering Storm (2002),3.7666666666666666,15,0.3889340983005227
The Piano Tuner (2011),3.7666666666666666,15,0.3889340983005227
Bomb City (2017),3.7666666666666666,15,0.3889340983005227
"Funeral, The (Ososhiki) (1984)",3.7666666666666666,15,0.3889340983005227
Little Witch Academia: The Enchanted Parade (2015),3.7666666666666666,15,0.3889340983005227
Four Nights of a Dreamer (Quatre nuits d'un rêveur) (1971),3.7666666666666666,15,0.3889340983005227
Monday (2000),3.7666666666666666,15,0.3889340983005227
Women of the Night (Yoru no onnatachi) (1948),3.7666666666666666,15,0.3889340983005227
B-Movie: Lust & Sound in West-Berlin (2015),3.7666666666666666,15,0.3889340983005227
Play Misty for Me (1971),3.529075804776739,963,0.3889161065824668
Reconstruction (2003),3.7149321266968327,221,0.38885807078217455
Tickled (2016),3.727810650887574,169,0.3887545041006763
Keith (2008),3.7095435684647304,241,0.38860216533326125
Sound City (2013),3.7240437158469946,183,0.38857880525727123
California Dreamin' (Nesfarsit) (2007),3.753968253968254,63,0.3884789963973475
Between the Folds (2008),3.7540983606557377,61,0.3882268736127339
Seeking a Friend for the End of the World (2012),3.429837518463811,1354,0.38806308566458814
The Beatles: Eight Days a Week - The Touring Years (2016),3.75,76,0.38799625686671585
Thirst (Pyaasa) (1957),3.764705882352941,17,0.3879424176507139
"Color of Friendship, The (2000)",3.764705882352941,17,0.3879424176507139
Entre Abelhas (2015),3.764705882352941,17,0.3879424176507139
"Hugh Hefner: Playboy, Activist and Rebel (2009)",3.764705882352941,17,0.3879424176507139
"Pledge, The (2001)",3.3235790658413054,1777,0.38788872929451707
Absence of Malice (1981),3.5937052932761087,699,0.38787816592576096
Trumbo (2015),3.6181364392678868,601,0.3877917453019074
3:10 to Yuma (1957),3.609105180533752,637,0.3877850689270766
"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)",3.732638888888889,144,0.38777841495421217
Twin Peaks: The Missing Pieces (2014),3.754385964912281,57,0.3877412380227228
"Roaring Twenties, The (1939)",3.7149532710280373,214,0.3876806160643691
Long Day's Journey Into Night (1962),3.7302631578947367,152,0.38752637078171015
Quick Change (1990),3.5808823529411766,748,0.3875087172465968
Lost in America (1985),3.568295739348371,798,0.38747009434889024
"Green Butchers, The (Grønne slagtere, De) (2003)",3.7120535714285716,224,0.3874130960566785
"Love Bug, The (1969)",3.0748373101952278,2766,0.38727523409702486
Gasland Part II (2013),3.763157894736842,19,0.38723120033473646
The Magic Ring (1982),3.763157894736842,19,0.38723120033473646
Moss (2010),3.763157894736842,19,0.38723120033473646
Green Zone (2010),3.3716002530044276,1581,0.3871444225690172
"Small Change (Argent de poche, L') (1976)",3.746987951807229,83,0.3871416244263467
Shelter (2007),3.715311004784689,209,0.38707236793652555
"Blood In, Blood Out (1993)",3.649364406779661,472,0.38704517476437317
Unbroken (2014),3.5758169934640525,765,0.38696162000110335
Kiss of the Dragon (2001),3.2705496722138174,1983,0.38693294916250387
Colourful (Karafuru) (2010),3.7551020408163267,49,0.38686567530723964
Tangerine (2015),3.699261992619926,271,0.386724434915904
Dark Horse (2015),3.761904761904762,21,0.3867203139714954
Attila Marcel (2013),3.761904761904762,21,0.3867203139714954
I Am Divine (2013),3.761904761904762,21,0.3867203139714954
Once Upon a Time in China and America (Wong Fei Hung: Chi sai wik hung see) (1997) ,3.761904761904762,21,0.3867203139714954
Quatermass and the Pit (1967),3.6568181818181817,440,0.3866611137112083
Gunga Din (1939),3.6537610619469025,452,0.3866271590263976
Smilla's Sense of Snow (1997),3.26318407960199,2010,0.386525622869238
When Father Was Away on Business (Otac na sluzbenom putu) (1985),3.7555555555555555,45,0.38649276301990787
Black Rain (Kuroi ame) (1989),3.760869565217391,23,0.38635749831245103
Cirque du Soleil: Varekai (2003),3.760869565217391,23,0.38635749831245103
Sawdust and Tinsel (Gycklarnas afton) (1953),3.7468354430379747,79,0.38635696617654347
Black Beauty (1994),3.2859749739311783,1918,0.3863463390388674
Paterson,3.6517467248908297,458,0.38628013381423215
Takva: A Man's Fear of God (2006),3.7560975609756095,41,0.38617997328563897
Station for Two (1982),3.7560975609756095,41,0.38617997328563897
Priklyucheniya Kapitana Vrungelya (1979),3.7560975609756095,41,0.38617997328563897
Bombshell: The Hedy Lamarr Story (2017),3.76,25,0.386107216388596
Remember the Night (1940),3.757142857142857,35,0.3858686103860259
Father and Daughter (2000),3.7586206896551726,29,0.3858511223794012
Sound and Fury (2000),3.7586206896551726,29,0.3858511223794012
Gideon's Army (2013),3.757575757575758,33,0.3858222124625635
Shadows (1959),3.721590909090909,176,0.3857204926894241
Johnny Guitar (1954),3.700772200772201,259,0.38570738308746216
Disconnect (2012),3.6570438799076213,433,0.3856226374041124
Fresh Guacamole (2012),3.75,62,0.38561261556548987
Weekend (2011),3.6933797909407664,287,0.38545209666673136
Time Lapse (2014),3.5916305916305915,693,0.38544700654244174
"American Friend, The (Amerikanische Freund, Der) (1977)",3.6877022653721685,309,0.38534038051485137
"Ax, The (couperet, Le) (2005)",3.726973684210526,152,0.3852914285902428
"Front, The (1976)",3.693661971830986,284,0.38513303641295926
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),3.6595238095238094,420,0.38509417599248197
Blue Collar (1978),3.6782608695652175,345,0.3850550478149306
11:14 (2003),3.5533807829181496,843,0.38499824264682364
Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),3.75,58,0.384931575193711
Monty Python: Almost the Truth - Lawyers Cut (2009),3.75,58,0.384931575193711
Steve Jobs (2015),3.4781085814360773,1142,0.3847643886804717
"Square, The (Al Midan) (2013)",3.7464788732394365,71,0.3847526239153512
"No. 1 Ladies' Detective Agency, The (2008)",3.75,56,0.38459105500782165
"Very Potter Musical, A (2009)",3.741573033707865,89,0.3844841681912382
Simon (2004),3.737864077669903,103,0.3843478615824603
*batteries not included (1987),3.260587942202292,2007,0.3842509686195365
Loves of a Blonde (Lásky jedné plavovlásky) (1965),3.717391304347826,184,0.38422926778932986
Cold Fever (Á köldum klaka) (1995),3.7263513513513513,148,0.38418756131737564
"Hitch Hikers Guide to the Galaxy, The (1981)",3.6550925925925926,432,0.3841266289493658
The Way (2010),3.683385579937304,319,0.3841101285529744
The Man Who Knew Infinity (2016),3.6598062953995156,413,0.3840942825809102
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",3.682098765432099,324,0.38408713838449443
"Hound of the Baskervilles, The (1939)",3.665809768637532,389,0.3840869347032735
The Longest Ride (2015),3.6377245508982035,501,0.3840743383361011
On Any Sunday (1971),3.7232704402515724,159,0.38396718224543047
Mustang (2015),3.7196531791907512,173,0.38389317526049266
"Witches of Eastwick, The (1987)",3.209370755998189,2209,0.3838454024801295
Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),3.7393617021276597,94,0.3838330403885925
Proof (1991),3.6684350132625996,377,0.38382746366048465
"Ugly Truth, The (2009)",3.252825552825553,2035,0.3837443097984884
"Country Girl, The (1954)",3.733050847457627,118,0.3836315464279182
Evangelion: 3.0 You Can (Not) Redo (2012),3.721212121212121,165,0.3835902746874087
Swing Kids (1993),3.3440119760479043,1670,0.3835534767764509
"Electric Boogaloo: The Wild, Untold Story of Cannon Films (2014)",3.7434210526315788,76,0.38352637248378113
"Ambassador, The (Ambassadøren) (2011)",3.7434210526315788,76,0.38352637248378113
"First Time, The (2012)",3.6512415349887135,443,0.3833829950710709
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",3.674785100286533,349,0.38337457259045304
Bang the Drum Slowly (1973),3.6775147928994083,338,0.38335632594589786
Shortbus (2006),3.5421412300683373,878,0.3833209416331978
"Interview, The (1998)",3.7062780269058297,223,0.3833188014914314
Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),3.6798780487804876,328,0.38325937406091937
Fires on the Plain (Nobi) (1959),3.75,48,0.38322897426426394
Wilde (1997),3.545086705202312,865,0.38310878228677137
North Country (2005),3.5786593707250343,731,0.38310395169583233
It's A Wonderful World (1939),3.7290076335877864,131,0.3830978774590823
"Desperate Hours, The (1955)",3.7290076335877864,131,0.3830978774590823
Testament of Youth (2014),3.735576923076923,104,0.38296417755273415
True Stories (1986),3.705357142857143,224,0.3828633923097628
"Passion of Anna, The (Passion, En) (1969)",3.7225806451612904,155,0.3828174796198272
Blow Out (1981),3.5536791314837153,829,0.38281730605186937
"Chinoise, La (1967)",3.7459016393442623,61,0.3826578373323565
"Four Musketeers, The (1974)",3.6080196399345335,611,0.3826207658828478
Monsters vs. Aliens (2009),3.1353624349219062,2497,0.38259739618312144
Wuthering Heights (1939),3.6738505747126435,348,0.3825693748647449
Heart and Souls (1993),3.45857497928749,1207,0.38255972735754085
Orphan (2009),3.393587994542974,1466,0.3825034765832862
"Man from Laramie, The (1955)",3.6964980544747084,257,0.38246291205417077
Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru) (1972),3.720496894409938,161,0.3824232931864029
"Mother and the Whore, The (Maman et la putain, La) (1973)",3.75,42,0.38220741370659567
Ariel (1988),3.6906474820143886,278,0.38206336387032497
Alien Nation (1988),3.149569142388182,2437,0.38203414626157567
Twin Falls Idaho (1999),3.5718085106382977,752,0.3820247856659425
"What's in a Name (Prénom, Le) (2012)",3.732142857142857,112,0.3819930768876174
The Amazing Spider-Man 2 (2014),3.112379110251451,2585,0.3819648981523738
Winnie the Pooh and Tigger Too (1974),3.715909090909091,176,0.38186013799507135
Ali (2001),3.186325906509393,2289,0.3818090223644751
Lesson Faust (1994),3.656934306569343,411,0.38180246877598817
In the Realms of the Unreal (2004),3.7127659574468086,188,0.38176774374757466
Odd Man Out (1947),3.725925925925926,135,0.3816851365343821
I Am David (2003),3.6975806451612905,248,0.38166610760853403
Shenandoah (1965),3.685185185185185,297,0.38158709867191937
"Journey of Natty Gann, The (1985)",3.485805860805861,1092,0.38148108825784033
"Kingdom of Dreams and Madness, The (2013)",3.738095238095238,84,0.3812699753935348
Metro Manila (2013),3.742424242424242,66,0.38114651634479846
The Garage (1979),3.742424242424242,66,0.38114651634479846
Lessons of Darkness (Lektionen in Finsternis) (1992),3.723404255319149,141,0.38099341753030136
"Secret Life of Walter Mitty, The (1947)",3.6735294117647057,340,0.38098908881189175
When the Cat's Away (Chacun cherche son chat) (1996),3.63768115942029,483,0.38098017551989566
Follow the Fleet (1936),3.7265625,128,0.3809258185856364
Oceans (Océans) (2009),3.7177914110429446,163,0.3809256472990296
Mask (1985),3.359159347553325,1594,0.38090517361151005
Tea with Mussolini (1999),3.4061166429587484,1406,0.3808001157103317
Elections Day (2007),3.7288135593220337,118,0.3807526378422992
Iris (2001),3.5430733410942956,859,0.38071929700199836
Moolaadé (2004),3.735955056179775,89,0.38066718826873225
"I Was Born, But... (a.k.a. Children of Tokyo) (Otona no miru ehon - Umarete wa mita keredo) (1932)",3.7421875,64,0.38064514804664445
United (2011),3.75,32,0.38050481277714854
Tesla: Master of Lightning (2000),3.75,32,0.38050481277714854
One Chance (2013),3.75,32,0.38050481277714854
Camille (1936),3.7251908396946565,131,0.3805046620918835
Keeping Mum (2005),3.6075,600,0.3803948498353817
Clash of the Titans (1981),3.28397673188789,1891,0.3803916660721621
"Dam Busters, The (1955)",3.727272727272727,121,0.3802165422718174
Gaslight (1940),3.72972972972973,111,0.3801832839129013
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",3.47886690647482,1112,0.38017180892980584
Jim Gaffigan: King Baby (2009),3.75,30,0.3801642925912591
Korengal (2014),3.75,30,0.3801642925912591
Johnny Got His Gun (1971),3.698717948717949,234,0.38005517584910575
"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",3.639957264957265,468,0.37997271127195753
Last Flag Flying (2017),3.73943661971831,71,0.37996795894206925
"Return of the Living Dead, The (1985)",3.412127814088598,1377,0.3799466974883174
Prime Suspect: The Lost Child (1995),3.7448979591836733,49,0.3799327934071776
Pusher III: I'm the Angel of Death (2005),3.720689655172414,145,0.37983009768420617
Earth (Tierra) (1996),3.75,28,0.3798237724053697
Let the Fire Burn (2013),3.75,28,0.3798237724053697
Good Kids (2016),3.75,28,0.3798237724053697
"Snows of Kilimanjaro, The (Neiges du Kilimandjaro, Les) (2011)",3.75,28,0.3798237724053697
"Majestic, The (2001)",3.1941228851291186,2246,0.3797852804987432
Velvet Goldmine (1998),3.3683870967741933,1550,0.37968326928600626
Toni Erdmann (2016),3.6710526315789473,342,0.3796468289947942
Yol (a.k.a. The Way) (1982),3.7416666666666667,60,0.3796102418278834
She Wore a Yellow Ribbon (1949),3.649184149184149,429,0.3796015197148658
My Beautiful Broken Brain (2016),3.75,26,0.37948325221948026
Topkapi (1964),3.665745856353591,362,0.3794464887547465
"Secret Life of Words, The (2005)",3.6970338983050848,236,0.3792515144176337
Adam & Paul (2004),3.75,24,0.37914273203359083
National Theatre Live: Frankenstein (2011),3.75,24,0.37914273203359083
"Crazy Class Wakes Up, The (Hababam sinifi uyaniyor) (1977)",3.75,24,0.37914273203359083
Sarkar (2005),3.75,24,0.37914273203359083
Nazarin (Nazarín) (1959),3.7413793103448274,58,0.3790744853126242
Damnation (Karhozat) (1987),3.7413793103448274,58,0.3790744853126242
Shot Caller (2017),3.674922600619195,323,0.37904123098351195
"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki) (1961)",3.7444444444444445,45,0.3789436249509517
Summer with Monika (Sommaren med Monika) (1953),3.701388888888889,216,0.37880519082729214
The African Doctor (2016),3.75,22,0.3788022118477014
"Incredible Shrinking Man, The (1957)",3.590288315629742,659,0.3787461909651862
"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008)",3.731578947368421,95,0.3787155223604484
"Friends of Eddie Coyle, The (1973)",3.724,125,0.3786740183396494
Revanche (2008),3.7099447513812156,181,0.3786591324270493
"General, The (1998)",3.598086124401914,627,0.37859587414603535
Nuts in May (1976),3.75,20,0.378461691661812
And Life Goes On (a.k.a. Life and Nothing More) (Zendegi va digar hich) (1992),3.75,20,0.378461691661812
"Small Back Room, The (1949)",3.75,20,0.378461691661812
Artifact (2012),3.75,20,0.378461691661812
The Take (2009),3.75,20,0.378461691661812
"Plague Dogs, The (1982)",3.7329545454545454,88,0.3784583138989946
"Entertainer, The (1960)",3.71875,144,0.37834199236801697
"Notti bianche, Le (White Nights) (1957)",3.7384615384615385,65,0.37828390631117725
Room 8 (2013),3.75,18,0.37812117147592256
Home from the Hill (1960),3.75,18,0.37812117147592256
The Miseducation of Cameron Post (2018),3.75,18,0.37812117147592256
The Puppetmaster (1993),3.75,18,0.37812117147592256
Scum (1979),3.7311827956989245,93,0.3781058478461242
Pépé le Moko (1937),3.708791208791209,182,0.37804564981475963
Aimée & Jaguar (1999),3.6706586826347305,334,0.3780170905037553
Our Man in Havana (1959),3.7109826589595376,173,0.3780022293685328
"War, The (1994)",3.3728646517739818,1522,0.3779581379649817
Requiem (2006),3.716666666666667,150,0.37794808953775605
"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",3.7439024390243905,41,0.37789433394166294
Equinox Flower (Higanbana) (1958),3.7439024390243905,41,0.37789433394166294
"Glenn Miller Story, The (1953)",3.6671469740634004,347,0.37784453815437485
Something Wicked This Way Comes (1983),3.3906896551724137,1450,0.3778101183290563
Flushed Away (2006),3.295193883123976,1831,0.37779724460342134
Let's Make Money (2008),3.75,16,0.37778065129003313
"Lady in Number 6: Music Saved My Life, The (2014)",3.75,16,0.37778065129003313
Tanna (2015),3.75,16,0.37778065129003313
Minecraft: The Story of Mojang (2012),3.75,16,0.37778065129003313
"Trials of Henry Kissinger, The (2002)",3.7051282051282053,195,0.3777703041871213
A Monster Calls (2016),3.648456057007126,421,0.3777447568178935
"Hidden Blade, The (Kakushi ken oni no tsume) (2004)",3.738095238095238,63,0.37769451344169586
What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),3.7138364779874213,159,0.37755753671518455
Omagh (2004),3.75,14,0.3774401311041437
Those Happy Days (2006),3.75,14,0.3774401311041437
At Berkeley (2013),3.75,14,0.3774401311041437
Night Train (1959),3.75,14,0.3774401311041437
Single By Contract (2010),3.75,14,0.3774401311041437
I Am Bolt (2016),3.75,14,0.3774401311041437
Love is God (2003),3.75,14,0.3774401311041437
Rent-a-Cat (2012),3.75,14,0.3774401311041437
Crime Wave (1954),3.75,14,0.3774401311041437
Deep Water (2006),3.7231404958677685,121,0.37740901158501555
Spare Parts (2015),3.7403846153846154,52,0.3773771066917537
Red Cliff (Chi bi) (2008),3.6285140562248994,498,0.37730574141977274
The Island (2006),3.6858736059479553,269,0.3772875445743594
Alexander Nevsky (Aleksandr Nevskiy) (1938),3.6740506329113924,316,0.37725697591729046
Heartbeats (Les amours imaginaires) (2010),3.6918367346938776,245,0.37725278574401994
The Postman's White Nights (2014),3.75,12,0.3770996109182543
Daughter from Danang (2002),3.75,12,0.3770996109182543
Saint Young Men (2013),3.75,12,0.3770996109182543
Katt Williams: Priceless: Afterlife (2014),3.75,12,0.3770996109182543
Head Games (2012),3.75,12,0.3770996109182543
The Old Gun (1975),3.75,12,0.3770996109182543
Hawking (2013),3.75,12,0.3770996109182543
"Norte, the End of History (2013)",3.75,12,0.3770996109182543
City Zero (1989),3.75,12,0.3770996109182543
Eighth Grade (2018),3.737704918032787,61,0.377088801051979
The Death of Stalin (2017),3.6595174262734584,373,0.37708761470063995
"Tree of Life, The (2011)",3.331450653983353,1682,0.3770621539783343
"Secret Policeman's Other Ball, The (1982)",3.6746794871794872,312,0.37700319323807063
Without Limits (1998),3.6436781609195403,435,0.37688218836713155
Return of the Secaucus 7 (1980),3.69,250,0.37685616746673223
City of Ember (2008),3.4167910447761196,1340,0.37681537755703737
Death Note: R2 - L o Tsugu Mono (2008),3.7432432432432434,37,0.37676542117291234
God Bless Ozzy Osbourne (2011),3.75,10,0.37675909073236485
Hansel and Gretel (1982),3.75,10,0.37675909073236485
"Blue Light, The (Blaue Licht, Das) (1932)",3.75,10,0.37675909073236485
Pulling Strings (2013),3.75,10,0.37675909073236485
C(r)ook (Basta - Rotwein Oder Totsein) (2004),3.75,10,0.37675909073236485
Films to Keep You Awake: The Baby's Room (Películas para no dormir: La habitación del niño) (2006),3.75,10,0.37675909073236485
Come to the Stable (1949),3.75,10,0.37675909073236485
Warriors of the Rainbow: Seediq Bale (2011),3.75,10,0.37675909073236485
"Report on the Party and the Guests, A (O slavnosti a hostech) (1966)",3.75,10,0.37675909073236485
Yesterday (2004),3.75,10,0.37675909073236485
